logistic.server.routeservice.RouteServiceDB;External_Addictor_per_Class
logistic.server.routeservice.RouteServiceConfigurator;External_Addictor_per_Class
logistic.logic.userservice.UserContext;External_Attractor_per_Class
logistic.server.logservice.LogService;godclass2;godclass1;External_Addictor_per_Class
logistic.client.scenarium.validation.ScenariumValidationFrame;External_Addictor_per_Class
logistic.logic.loginservice.EnumConfigurator;External_Attractor_per_Class
logistic.access.userservice.UserServiceInterface;External_Addictor_per_Class
logistic.logic.common.ObjectCache;External_Attractor_per_Class
logistic.logic.logservice.LogInfo;External_Attractor_per_Class
logistic.logic.common.aggregation.ComponentItem;External_Attractor_per_Class
logistic.client.scenarium.ScenariumTreeTable;godclass1
logistic.logic.productservice.ProductSet;godclass2;godclass1
logistic.access.kernel.ServiceEvent;External_Attractor_per_Class
logistic.access.scenariumservice.ScenariumServiceProxy;godclass2;godclass1;External_Addictor_per_Class
logistic.logic.scenariumservice.ScenariumHistory;External_Attractor_per_Class
logistic.server.transactionservice.TransactionService;godclass1;External_Addictor_per_Class
logistic.logic.common.SecureKey;External_Attractor_per_Class
logistic.client.validation.ValidationFrame;godclass1
logistic.logic.localeservice.PointSet;godclass2;godclass1
logistic.server.kernel.db.DBProcedureCall;godclass1
logistic.access.routeservice.RouteServiceProxy;External_Addictor_per_Class
logistic.server.config.ServerConfig;External_Addictor_per_Class
logistic.server.scenariumservice.ScenariumServiceRemoteProxy;godclass2;godclass1;External_Addictor_per_Class
logistic.logic.productservice.SingleProduct;godclass2;godclass1
logistic.client.user.UserControlFrame;godclass1
logistic.client.user.FoldersPermissionsPanel;godclass1
logistic.logic.common.Code;External_Attractor_per_Class
logistic.server.scenariumservice.SaveHistoryCall;External_Addictor_per_Class
logistic.client.scenarium.ScenariumPropertiesPanel;godclass1
logistic.client.desktop.GenericFrame;External_Attractor_per_Class
logistic.client.desktop.BasicDesktop;godclass1
logistic.server.userservice.UserServiceDB;godclass2;godclass1;External_Addictor_per_Class
logistic.logic.loginservice.InvalidLoginException;External_Attractor_per_Class
logistic.access.scenariumservice.ScenariumServiceInterface;External_Addictor_per_Class
logistic.client.scenarium.ScenariumTree;godclass2;godclass1;External_Addictor_per_Class
logistic.server.kernel.RemoteServiceProxy;godclass1
logistic.server.kernel.LogisticServer;godclass2;godclass1
logistic.logic.userservice.User;External_Attractor_per_Class
logistic.client.util.tree.TreeFilter;External_Attractor_per_Class
logistic.client.notification.MessageNotificationSendFrame;External_Addictor_per_Class
logistic.logic.userservice.LogisticPermissions;External_Attractor_per_Class
logistic.logic.loginservice.LoginContext;External_Attractor_per_Class
logistic.server.kernel.Service;External_Addictor_per_Class
logistic.logic.scenariumservice.tree.ScenariumFolderTreeNode;External_Addictor_per_Class
logistic.logic.common.aggregation.ComponentItemType;External_Attractor_per_Class
logistic.client.scenarium.ScenariumTreeModel;godclass2;godclass1;External_Addictor_per_Class
logistic.client.aggregation.ComponentItemSelectionPanel;godclass1
logistic.client.login.Client;godclass2;godclass1;External_Addictor_per_Class
logistic.client.scenarium.ScenariumApproveFrame;godclass1;External_Addictor_per_Class
logistic.access.kernel.ServiceProxyInterface;External_Attractor_per_Class
logistic.access.kernel.ServiceOperationReturn;External_Attractor_per_Class
logistic.client.scenarium.ScenariumRenameFrame;External_Addictor_per_Class
logistic.server.scenariumservice.CommonScenariumServiceDB;godclass2;godclass1;External_Addictor_per_Class
logistic.client.remote.ServiceListenerManager;External_Attractor_per_Class
logistic.access.notificationservice.NotificationServiceProxy;External_Addictor_per_Class
logistic.logic.common.DateUtil;External_Attractor_per_Class
logistic.access.loginservice.LoginServiceInterface;External_Addictor_per_Class
logistic.client.scenarium.PathPanel;External_Addictor_per_Class
logistic.client.scenarium.CommonScenariumFrame;godclass2;godclass1;External_Addictor_per_Class
logistic.client.desktop.MainDesktop;godclass1;External_Addictor_per_Class
logistic.logic.scenariumservice.CommonScenarium;External_Attractor_per_Class
logistic.logic.userservice.LogisticPermission;External_Attractor_per_Class
logistic.server.productservice.ProductServiceConfigurator;External_Addictor_per_Class
logistic.client.util.inputvalidation.ValidationControl;godclass2;godclass1
logistic.server.userservice.UserServiceRemoteProxy;External_Addictor_per_Class
logistic.client.admin.LoginManagementFrame;godclass1
logistic.logic.loginservice.EnumType;External_Attractor_per_Class
logistic.logic.scenariumservice.ScenariumFolder;godclass2;External_Attractor_per_Class
logistic.client.remote.ServerMonitor;godclass2;godclass1
logistic.server.integrityservice.IntegrityServiceDB;godclass1;External_Addictor_per_Class
logistic.client.aggregation.ComponentItemUI;External_Addictor_per_Class
logistic.logic.scenariumservice.ScenariumInfoTree;External_Attractor_per_Class
logistic.server.notificationservice.NotificationService;godclass1;External_Addictor_per_Class
logistic.server.scenariumservice.ScenariumInfoDB;External_Addictor_per_Class
logistic.logic.scenariumservice.tree.ScenariumInfoTreeNode;External_Addictor_per_Class
logistic.server.kernel.db.ServerDBConnection;godclass2;godclass1
logistic.client.aggregation.AggregationTree;External_Addictor_per_Class
logistic.logic.common.CacheManager;External_Attractor_per_Class
logistic.access.userservice.UserServiceProxy;External_Addictor_per_Class
logistic.logic.scenariumservice.ScenariumInfo;godclass2;godclass1;External_Attractor_per_Class
logistic.server.loginservice.LoginService;godclass2;godclass1;External_Addictor_per_Class
logistic.client.action.UserUpdateAction;External_Addictor_per_Class
logistic.server.scenariumservice.CommonScenariumServiceDB.sendAprovalNotification;shotgunsurgery
logistic.client.scenarium.ScenariumTree.ScenariumTree;shotgunsurgery
logistic.client.admin.LoginManagementFrame.checkEnableSendButton;divergentchange
logistic.client.util.table.treetable.FileSystemModel2.resetLastModified;longmethod1
logistic.client.aggregation.AggregationTree.selectSearchNext;shotgunsurgery
logistic.client.aggregation.AggregationTree.configureTree;shotgunsurgery
logistic.client.util.inputvalidation.AbstractComponentDecorator.BackgroundPainter;longmethod1
logistic.logic.common.ExceptionUtil.getContentOfStackTrace;longmethod1;shotgunsurgery
logistic.client.aggregation.ComponentItemSelectionPanel.makeSelectedPanel;longmethod1;shotgunsurgery;divergentchange
logistic.server.routeservice.RouteServiceDB.createRoute;longmethod1;shotgunsurgery
logistic.server.scenariumservice.ScenariumInfoDB.readSQL;longmethod1;shotgunsurgery;External_Addictor_per_Method
logistic.client.util.UnitPanel.UnitPanel;longmethod1;divergentchange
logistic.client.util.inputvalidation.ValidationControl.getTargetComponent;longmethod1
logistic.client.util.error.ExceptionDialog.children;longmethod1
logistic.client.scenarium.ScenariumApproveFrame.usedScenaName;longmethod1;shotgunsurgery
logistic.client.user.UserFormFrame.UserFormFrame;shotgunsurgery;divergentchange
logistic.client.admin.LoginManagementFrame.LoginManagementFrame;shotgunsurgery
logistic.server.transactionservice.TransactionManager.getInstance;divergentchange
logistic.logic.userservice.LogisticPermissions.implies;divergentchange
logistic.logic.validation.Validator.shouldThreadWait;longmethod1
logistic.server.userservice.UserServiceDB.getPermissionsToSave;shotgunsurgery
logistic.client.admin.LoginManagementFrame.notificationSent;shotgunsurgery
logistic.logic.localeservice.PointSet.copyFrom;shotgunsurgery;divergentchange
logistic.client.util.table.TableSorter.sort;longmethod1;shotgunsurgery;divergentchange
logistic.client.aggregation.ComponentItemSelectionPanel.getElements;longmethod1
logistic.client.util.inputvalidation.ValidationControl.invoke;longmethod1
logistic.client.util.table.treetable.FileSystemModel2.nodeChanged;longmethod1
logistic.server.kernel.db.DBProcedureCall.getInParameterIndex;divergentchange
logistic.client.scenarium.CommonScenariumFrame.isScenaEditable;shotgunsurgery
logistic.logic.scenariumservice.tree.ScenariumInfoTreeNode.getProperties;longmethod1;shotgunsurgery;divergentchange;External_Addictor_per_Method
logistic.client.user.UserFormFrame.fillForm;divergentchange
logistic.client.remote.ServerMonitor.getLoginContext;divergentchange
logistic.logic.localeservice.PointSet.associateCachedSinglePoints;longmethod1;shotgunsurgery
logistic.server.kernel.ServerAccessController.getInstance;longmethod1;shotgunsurgery;divergentchange
logistic.client.aggregation.AggregationTreeComboBox.updatePopup;longmethod1
logistic.server.integrityservice.IntegrityServiceDB.getResult;longmethod1
logistic.server.logservice.LogService.removeTemporaryHandler;longmethod1
logistic.client.util.table.MultiLineRenderer.getTableCellRendererComponent;longmethod1;shotgunsurgery
logistic.logic.routeservice.RouteInfo.getProductId;longmethod1
logistic.client.aggregation.AggregationTreeComboBox.mouseDragged;longmethod1
logistic.logic.productservice.ProductSet.getProducts;longmethod1;shotgunsurgery
logistic.client.util.chart.ChartLegendPanel.ChartLegendPanel;longmethod1;shotgunsurgery;divergentchange
logistic.client.scenarium.ScenariumTreeModel.ScenariumTreeModel;longmethod1;shotgunsurgery;divergentchange
logistic.server.kernel.db.DBProcedureCall.isAfterLast;longmethod1
logistic.logic.common.CacheManager.getInstance;divergentchange
logistic.client.util.UI.equalizeButtonSizes;divergentchange
logistic.client.util.TreeSearchPanel.build;longmethod1;shotgunsurgery;divergentchange
logistic.client.util.table.FilteredTableModel.getColumnClass;longmethod1
logistic.client.util.chart.ChartLegendPanel.createLegendScrollPane;longmethod1;shotgunsurgery
logistic.client.util.table.TableSorter.paintIcon;longmethod1
logistic.client.integrity.IntegrityValidationResultFrame.getColumnCount;longmethod1
logistic.server.kernel.Service.setChanged;divergentchange
logistic.client.user.UserFormFrame.makeButtonPanel;longmethod1;shotgunsurgery
logistic.client.util.chart.ChartLegendPanel.paintComponent;longmethod1
logistic.client.action.ScenariumApproveAction.ScenariumApproveAction;shotgunsurgery
logistic.server.kernel.db.DBProcedureCall.execute;shotgunsurgery;divergentchange
logistic.server.config.ServerConfig.init;longmethod1;shotgunsurgery
logistic.client.util.table.treetable.JTreeTable.getListSelectionModel;longmethod1
logistic.client.util.chart.ChartLegendPanel.calculateSize;longmethod1
