logistic.server.routeservice.RouteServiceDB;godclass3;External_Addictor_per_Class
logistic.server.routeservice.RouteServiceConfigurator;External_Addictor_per_Class
logistic.logic.userservice.UserContext;External_Attractor_per_Class
logistic.server.logservice.LogService;godclass2;godclass1;External_Addictor_per_Class
logistic.client.scenarium.validation.ScenariumValidationFrame;External_Addictor_per_Class
logistic.logic.loginservice.EnumConfigurator;External_Attractor_per_Class
logistic.access.userservice.UserServiceInterface;External_Addictor_per_Class
logistic.logic.common.ObjectCache;External_Attractor_per_Class
logistic.client.util.export.XLSExporter;godclass3
logistic.logic.logservice.LogInfo;External_Attractor_per_Class
logistic.logic.common.aggregation.ComponentItem;External_Attractor_per_Class
logistic.client.scenarium.ScenariumTreeTable;godclass1
logistic.logic.productservice.ProductSet;godclass2;godclass1
logistic.access.kernel.ServiceEvent;External_Attractor_per_Class
logistic.access.scenariumservice.ScenariumServiceProxy;godclass2;godclass1;External_Addictor_per_Class
logistic.logic.scenariumservice.ScenariumHistory;External_Attractor_per_Class
logistic.server.transactionservice.TransactionService;godclass1;External_Addictor_per_Class
logistic.logic.notificationservice.ScenariumServiceNotificationData;godclass3
logistic.logic.common.SecureKey;External_Attractor_per_Class
logistic.client.validation.ValidationFrame;godclass1
logistic.logic.localeservice.PointSet;godclass2;godclass1
logistic.server.kernel.db.DBProcedureCall;godclass1
logistic.access.routeservice.RouteServiceProxy;External_Addictor_per_Class
logistic.server.config.ServerConfig;External_Addictor_per_Class
logistic.server.scenariumservice.ScenariumServiceRemoteProxy;godclass2;godclass1;External_Addictor_per_Class
logistic.logic.productservice.SingleProduct;godclass2;godclass1
logistic.client.aggregation.AggregationTreeComboBox;godclass1
logistic.client.user.UserControlFrame;godclass1
logistic.client.user.FoldersPermissionsPanel;godclass1
logistic.logic.common.Code;External_Attractor_per_Class
logistic.server.scenariumservice.SaveHistoryCall;External_Addictor_per_Class
logistic.server.routeservice.CreateRouteCall;godclass3
logistic.client.scenarium.ScenariumPropertiesPanel;godclass1
logistic.client.desktop.GenericFrame;External_Attractor_per_Class
logistic.client.desktop.BasicDesktop;godclass1
logistic.server.userservice.UserServiceDB;godclass2;godclass1;External_Addictor_per_Class
logistic.logic.loginservice.InvalidLoginException;External_Attractor_per_Class
logistic.access.scenariumservice.ScenariumServiceInterface;External_Addictor_per_Class
logistic.client.scenarium.ScenariumTree;godclass2;godclass1;External_Addictor_per_Class
logistic.server.kernel.RemoteServiceProxy;godclass1
logistic.server.kernel.LogisticServer;godclass2;godclass1
logistic.logic.userservice.User;External_Attractor_per_Class
logistic.client.util.export.WorkSheetCustomText;godclass3
logistic.client.util.tree.TreeFilter;External_Attractor_per_Class
logistic.client.scenarium.ScenariumHistoryFrame;godclass3
logistic.client.notification.MessageNotificationSendFrame;External_Addictor_per_Class
logistic.logic.userservice.LogisticPermissions;External_Attractor_per_Class
